0.550,19.27,0.07
0.701,19.25,0.20
1.310,19.45,0.05
2.310,20.00,0.10
2.530,20.47,0.11
3.318,21.00,0.21
3.580,20.58,0.05
5.320,21.45,0.16
6.317,21.06,0.19
6.415,20.59,0.26
6.581,21.06,0.09
6.770,21.00,0.30
8.660,21.47,0.06
12.665,21.16,0.08
