raMean,decMean,rMeanPSFMag
252.00614811,16.91294736,-999.0
252.03001887,16.91022228,21.808500289916992
252.03099094,16.91000489,-999.0
252.02869899,16.907887,21.19179916381836
252.02870457,16.90786812,21.311100006103516
252.03079625,16.90777752,-999.0
252.03098839,16.90715347,21.834400177001953
252.03077178,16.90914761,21.832599639892578
252.03281722,16.90346757,17.563400268554688
252.03230787,16.90336384,18.882200241088867
252.03285243,16.90445337,-999.0
252.03023568,16.90638323,21.812299728393555
252.0282157,16.90564537,-999.0
252.02825445,16.9045422,-999.0
252.0308221,16.91235503,21.98889923095703
252.02883646,16.91117557,21.94969940185547
252.02948353,16.91200049,21.870500564575195
252.02755888,16.91218617,21.922399520874023
252.02599499,16.9090089,21.761199951171875
252.02758059,16.91043307,21.8799991607666
252.01947674,16.91214467,15.415599822998047
252.02105019,16.91202515,-999.0
252.02217527,16.90973919,22.050399780273438
252.02066632,16.90922614,-999.0
252.02398337,16.91222588,21.901599884033203
252.02190192,16.90991042,21.895999908447266
252.02164852,16.91085418,-999.0
252.02493367,16.90640462,-999.0
252.0244108,16.9048099,-999.0
252.08173279,16.98828389,-999.0
252.08154456,16.98687774,-999.0
252.07830373,16.98477846,-999.0
252.08095572,16.98591029,-999.0
252.08082793,16.98693559,-999.0
252.09599511,16.98706406,21.01759910583496
252.09508147,16.99282928,-999.0
252.09384074,16.99123681,-999.0
252.09244297,16.98950363,21.744400024414062
252.09542196,16.98812419,-999.0
252.09542262,16.98812389,-999.0
252.09414372,16.98821183,-999.0
252.09447979,16.98933134,-999.0
252.08596414,16.98277752,-999.0
252.0873788,16.98475115,-999.0
252.08847735,16.98262476,-999.0
252.09272037,16.98789778,-999.0
252.09403876,16.98714938,-999.0
252.09482632,16.98703536,-999.0
252.09387221,17.0056492,-999.0
252.09034933,17.00136823,18.080299377441406
252.09422437,17.00244919,-999.0
252.09382015,17.00191347,-999.0
252.09173435,17.00308678,-999.0
252.09215271,17.00305112,-999.0
252.09295043,17.00171251,-999.0
252.09421501,16.99572916,21.89229965209961
252.09362026,16.99397387,-999.0
252.09412762,16.99441572,20.82040023803711
252.09501078,16.99500904,20.728200912475586
252.09443459,16.9973696,-999.0
252.09045602,16.99498994,-999.0
252.09082178,16.99643393,18.27400016784668
252.09005813,16.99642135,-999.0
252.0946924,16.99989832,-999.0
252.09144956,16.99893292,-999.0
252.09169562,16.99810871,-999.0
252.09133315,16.99406454,-999.0
252.09137733,16.9931884,-999.0
252.08325221,16.99238636,-999.0
252.08508522,16.99115113,-999.0
252.08824361,16.99352053,-999.0
252.08733866,16.99264573,-999.0
252.08685274,16.99323757,21.502899169921875
252.08750564,16.99317756,-999.0
252.08787105,16.98732008,-999.0
252.08598153,16.99045013,-999.0
252.08918151,16.98845904,-999.0
252.08965642,16.98834614,-999.0
252.12285038,16.98155445,-999.0
252.12094396,16.98078885,-999.0
252.12207145,16.98166881,21.670299530029297
252.12140092,16.9849454,-999.0
252.11945978,16.98184765,-999.0
252.11903459,16.98080152,-999.0
252.11910469,16.98107612,-999.0
252.11943193,16.98108589,-999.0
252.11850449,16.98093184,-999.0
252.11894913,16.98203561,-999.0
252.12065057,16.98152293,-999.0
252.11889917,16.98680276,-999.0
252.11885228,16.98816486,-999.0
252.11803425,16.98710278,-999.0
252.11845372,16.98833848,-999.0
252.11855642,16.98854591,-999.0
252.12156328,16.98748179,-999.0
252.12159663,16.98679319,-999.0
252.12113438,16.98823792,-999.0
252.12089472,16.98849966,-999.0
252.11977273,16.98702837,-999.0
252.11970054,16.98719096,-999.0
252.120269,16.987593,9.225000381469727
252.1201681,16.98737216,9.83390998840332
252.12060724,16.98809566,-999.0
252.12110181,16.98728727,-999.0
252.12090798,16.98756928,-999.0
252.11973234,16.98818927,14.544699668884277
252.1188184,16.98882692,-999.0
252.1202204,16.98847264,-999.0
252.11093034,16.98128692,-999.0
252.11176114,16.98123237,-999.0
252.11162178,16.98201455,-999.0
252.11132351,16.98130898,20.717300415039062
252.11332411,16.9821309,-999.0
252.11227648,16.98125051,21.327899932861328
252.11299958,16.98349769,-999.0
252.11214156,16.98263288,-999.0
252.11240894,16.98316208,-999.0
252.11265147,16.98216701,-999.0
252.11230396,16.98235657,-999.0
252.11650078,16.98213953,-999.0
252.11581517,16.98150861,-999.0
252.1157346,16.98103626,-999.0
252.11507893,16.98174027,21.410999298095703
252.11571213,16.98665036,20.227100372314453
252.1134758,16.9843551,-999.0
252.11439364,16.98405271,-999.0
252.11623633,16.98404642,-999.0
252.11584342,16.98489273,-999.0
252.11503314,16.98445223,-999.0
252.1158612,16.98339102,17.001699447631836
252.11494766,16.98353486,19.934799194335938
252.11342572,16.98378029,21.353599548339844
252.01158255,16.98075833,-999.0
252.01155067,16.98137525,-999.0
252.01267442,16.98254755,21.542400360107422
252.01204293,16.97979288,21.22559928894043
252.01234671,16.98018378,21.76460075378418
251.99809324,16.9755441,20.822599411010742
252.00083672,16.97957,20.98870086669922
251.99898766,16.97743175,-999.0
252.00649375,16.98590812,-999.0
252.00661829,16.98549735,-999.0
252.00603755,16.98405512,-999.0
252.00324586,16.98206098,-999.0
252.005041,16.9834337,-999.0
252.00437717,16.98389697,20.595500946044922
252.00148718,16.98029272,22.463300704956055
252.00020021,16.98024157,21.330900192260742
252.00106185,16.98071422,-999.0
252.00110355,16.98393241,-999.0
252.00120064,16.98278726,-999.0
252.00018497,16.9818693,22.03459930419922
252.00028258,16.96503705,16.385400772094727
252.00129175,16.96510743,-999.0
252.00005832,16.96558817,-999.0
252.00712122,16.97287398,-999.0
252.00590715,16.96998235,-999.0
251.99746939,16.97391633,-999.0
251.99893756,16.97360907,22.06439971923828
251.99906389,16.97083677,-999.0
251.99995258,16.97331956,-999.0
251.99843397,16.97122651,-999.0
251.9990109,16.9686182,-999.0
252.0004464,16.96846685,-999.0
252.00020439,16.96962619,-999.0
252.00015877,16.96904993,-999.0
252.00328649,16.96846152,-999.0
252.00337247,16.96988947,-999.0
252.00303058,16.96871051,-999.0
252.00099404,16.97080626,-999.0
252.00121089,16.97013104,-999.0
251.99858355,16.97442369,-999.0
252.00268296,16.97480585,16.044300079345703
252.00134232,16.97766549,-999.0
252.00099022,16.97628207,-999.0
252.0080264,16.97543359,-999.0
252.0091034,16.97531751,22.148799896240234
252.00733306,16.97750586,-999.0
252.00522536,16.97529217,20.494400024414062
252.00716137,16.9755179,-999.0
252.0063507,16.98389284,-999.0
252.00473408,16.98057321,-999.0
252.00509901,16.98032677,-999.0
252.00588823,16.98105745,-999.0
252.0031865,16.977459,-999.0
252.00383678,16.97911215,-999.0
252.00336953,16.97511516,-999.0
252.00506582,16.97657392,-999.0
251.97136671,16.98670699,-999.0
251.97082398,16.9864447,-999.0
251.97475023,16.98687615,-999.0
251.97141746,16.97563553,-999.0
251.97105781,16.97748049,18.439800262451172
251.9742306,16.98134259,21.588899612426758
251.97467396,16.98091439,18.697999954223633
251.97522519,16.98082028,-999.0
251.97194831,16.9797797,20.951200485229492
251.97292391,16.98071686,-999.0
251.97277449,16.98135975,-999.0
251.97273322,16.98030517,-999.0
251.97233552,16.9787309,-999.0
251.97370284,16.97895305,-999.0
251.97243988,16.97905754,-999.0
251.97943977,16.98695733,-999.0
251.97792046,16.98247124,-999.0
251.9766787,16.9844005,-999.0
251.9775906,16.984827,-999.0
251.9757358,16.98624682,-999.0
251.973783,16.98456684,-999.0
251.97531804,16.98501554,-999.0
251.97497061,16.98508908,-999.0
251.97227379,16.9831526,-999.0
251.97204934,16.98178026,-999.0
251.97354256,16.98315182,-999.0
251.97457374,16.98426552,18.803800582885742
251.97345172,16.98261671,-999.0
251.97562396,16.98360539,21.875499725341797
251.9727679,16.96849356,-999.0
251.97332407,16.96820792,-999.0
251.97404037,16.96703062,-999.0
251.9745902,16.9675259,21.475500106811523
251.98199403,16.97458372,-999.0
251.98169628,16.9731228,21.70400047302246
251.97820797,16.97276392,-999.0
251.97954002,16.97458679,-999.0
251.97831154,16.97225273,21.21940040588379
251.97268732,16.97523746,-999.0
251.97203399,16.97273514,-999.0
251.97394943,16.97503786,-999.0
251.97337013,16.97514433,20.87689971923828
251.97296333,16.97483124,-999.0
251.97226571,16.97412117,21.90049934387207
251.97657359,16.97435954,-999.0
251.97548204,16.97383129,20.618000030517578
251.97603119,16.97382618,-999.0
251.97735037,16.97402058,-999.0
251.97609209,16.97236204,-999.0
251.97286541,16.96964449,22.197399139404297
251.97489547,16.97070384,-999.0
251.97585298,16.96935149,-999.0
251.97693274,16.9704042,21.493000030517578
251.99240429,16.98553044,-999.0
251.99801879,16.99320538,18.302499771118164
251.99929046,16.99441963,-999.0
251.99927204,16.99511523,-999.0
252.01191728,17.00975937,-999.0
252.01234605,17.00807497,-999.0
252.01226373,17.00740964,21.674100875854492
252.00522884,17.00781716,17.8700008392334
252.0063245,17.00982106,21.350000381469727
252.00491915,17.00863155,-999.0
252.00553733,17.00921334,21.21109962463379
252.00647224,17.00639424,-999.0
252.00571232,17.00621514,-999.0
252.00926099,17.00945673,21.86840057373047
252.00846855,17.00989674,-999.0
252.00770124,17.00721984,21.35610008239746
252.00710415,17.00306697,-999.0
252.00651864,17.00440352,-999.0
252.00980588,17.00848619,-999.0
252.00891762,17.00604653,-999.0
252.00421031,17.00152279,-999.0
252.0025043,16.99886292,-999.0
252.00210933,17.00010856,-999.0
252.00247469,17.00785959,-999.0
252.00237426,17.00738176,18.48509979248047
252.00433758,17.00728497,21.282499313354492
251.99999957,17.00459574,-999.0
252.00085062,17.00572025,-999.0
252.00428964,17.00477032,-999.0
252.00343954,17.0044421,-999.0
252.00303471,17.00711814,-999.0
251.9956575,16.99926291,-999.0
251.99614388,16.99953067,-999.0
251.99564359,16.99984449,-999.0
251.99503313,16.99962496,-999.0
251.9974942,16.99855433,-999.0
251.99818753,16.99897512,-999.0
251.99874839,16.99973764,21.52519989013672
251.99836643,17.00236561,-999.0
251.99686157,16.9991955,-999.0
251.99664062,17.00007664,-999.0
252.00043057,17.00345181,-999.0
251.99968444,17.00333833,-999.0
251.99968808,16.99872168,-999.0
251.99989305,17.00121484,21.220500946044922
252.00250467,17.00274048,-999.0
252.00147442,17.00369023,20.963199615478516
252.00139941,17.00278426,-999.0
252.00034885,17.00239944,-999.0
252.06460656,17.03035655,-999.0
252.06136246,17.02673243,21.7052001953125
252.06390301,17.02571215,-999.0
252.06392006,17.02660686,-999.0
252.0574902,17.02034087,-999.0
252.05814732,17.02127463,-999.0
252.06602368,17.02120968,21.372400283813477
252.06587178,17.02153244,-999.0
252.06508824,17.02460055,-999.0
252.06500093,17.02372585,-999.0
252.06306792,17.01975082,19.963899612426758
252.06207989,17.02099068,-999.0
252.06329589,17.02203744,-999.0
252.04524676,17.00895378,-999.0
252.04803836,17.01118387,-999.0
252.04623122,17.00909026,-999.0
252.05433328,17.00799914,-999.0
252.05328877,17.00889127,-999.0
252.05465766,17.01253644,18.0492000579834
252.05464567,17.01253526,-999.0
252.05018336,17.00835629,-999.0
252.05224801,17.00803948,-999.0
252.051415,17.00821806,-999.0
252.05390769,17.01071312,-999.0
252.05363891,17.01056526,-999.0
252.05153125,17.0176294,-999.0
252.05327934,17.01842786,-999.0
252.05258616,17.01810707,-999.0
252.04982759,17.01432355,-999.0
252.05237093,17.01179501,-999.0
252.06646685,17.00965534,18.601299285888672
252.0663262,17.01698283,-999.0
252.06540925,17.01661341,-999.0
252.06625903,17.01743706,-999.0
252.06307159,17.01462948,20.752500534057617
252.06645644,17.01511032,20.864500045776367
252.06502572,17.0156968,-999.0
252.05845816,17.007693,-999.0
252.06117561,17.00838112,-999.0
252.06117308,17.00949288,-999.0
252.060799,17.01005695,21.701200485229492
252.06009728,17.00971125,-999.0
252.05873574,17.01059339,-999.0
252.05881923,17.00973702,-999.0
252.05902958,17.01033983,-999.0
252.06160529,17.00968529,-999.0
252.06402383,17.01318545,-999.0
252.06415588,17.01239227,19.971799850463867
252.06371661,17.01234022,21.279199600219727
252.05565791,17.01002026,-999.0
252.05595571,17.01057686,-999.0
252.05598047,17.01007736,-999.0
252.05617462,17.00995796,-999.0
252.05499667,17.01273851,-999.0
252.05705729,17.01299872,-999.0
252.07840323,16.93992058,-999.0
252.07597663,16.93775129,-999.0
252.07517338,16.93582548,-999.0
252.07511137,16.9353806,-999.0
252.07570739,16.94378785,-999.0
252.07395165,16.94066065,-999.0
252.0736593,16.94094326,-999.0
252.07796129,16.94044413,21.972400665283203
252.07752509,16.94048177,21.907499313354492
252.07756259,16.94092773,22.083099365234375
252.07695832,16.9422469,21.541900634765625
252.07590836,16.94057642,21.680200576782227
252.07635765,16.94175953,21.54949951171875
252.07700151,16.94088851,22.155899047851562
252.07749873,16.94329147,21.49839973449707
252.07648261,16.94228012,-999.0
252.07563593,16.94318245,-999.0
252.06713566,16.93561068,21.33609962463379
252.07182212,16.93618753,-999.0
252.07082997,16.93495562,-999.0
252.07065023,16.93577544,-999.0
252.07092158,16.9356036,18.48150062561035
252.0705818,16.93535891,-999.0
252.07138046,16.93510659,21.82029914855957
252.07080292,16.93944958,18.36210060119629
252.0713116,16.93755625,-999.0
252.0699983,16.93727046,-999.0
252.06991231,16.93514287,-999.0
252.07273928,16.93969387,-999.0
252.07253216,16.93692244,-999.0
252.072693,16.93748523,-999.0
252.07302269,16.9371722,21.75749969482422
252.07774044,16.94017492,-999.0
252.07731996,16.93939207,-999.0
252.07533717,16.94043021,21.505599975585938
252.07455281,16.93940908,21.60650062561035
252.07424043,16.93882705,-999.0
252.07499246,16.95716384,-999.0
252.07530984,16.95662058,-999.0
252.07352698,16.9531677,-999.0
252.0743601,16.95402648,-999.0
252.07296845,16.95524822,-999.0
252.06578259,16.94781588,-999.0
252.06725595,16.94704943,-999.0
252.06676528,16.94912127,-999.0
252.06929606,16.94760732,21.797000885009766
252.06896272,16.94771651,-999.0
252.06922787,16.94751557,-999.0
252.06845222,16.95031128,-999.0
252.06969445,16.95028549,-999.0
252.06976858,16.95075086,-999.0
252.07041571,16.9498109,-999.0
252.06821935,16.94752844,-999.0
252.06825682,16.9488389,20.381200790405273
252.07615502,16.94979477,-999.0
252.07161277,16.94910866,-999.0
252.07081229,16.95182673,-999.0
