id ra dec
274 298.50186517949334 -20.0
275 299.58732650741877 -20.0
276 300.6727878353442 -20.0
277 301.7582491632696 -20.0
278 302.84371049119505 -20.0
279 303.9291718191205 -20.0
280 305.0146331470459 -20.0
281 306.10009447497134 -20.0
282 307.1855558028968 -20.0
283 308.2710171308222 -20.0
284 309.35647845874763 -20.0
285 310.44193978667306 -20.0
286 311.5274011145985 -20.0
287 312.6128624425239 -20.0
288 313.6983237704494 -20.0
289 314.78378509837484 -20.0
290 315.86924642630026 -20.0
291 316.9547077542257 -20.0
292 318.0401690821511 -20.0
293 319.12563041007655 -20.0
294 320.211091738002 -20.0
295 321.2965530659274 -20.0
296 322.38201439385284 -20.0
297 323.46747572177827 -20.0
298 324.5529370497037 -20.0
299 325.63839837762913 -20.0
300 326.72385970555456 -20.0
301 327.80932103348 -20.0
302 328.8947823614054 -20.0
303 329.98024368933085 -20.0
304 331.0657050172563 -20.0
305 332.1511663451817 -20.0
306 333.23662767310714 -20.0
307 334.32208900103257 -20.0
308 335.407550328958 -20.0
309 336.4930116568834 -20.0
310 337.57847298480885 -20.0
311 338.6639343127343 -20.0
312 339.7493956406597 -20.0
313 340.83485696858514 -20.0
314 341.9203182965106 -20.0
315 343.005779624436 -20.0
316 344.09124095236143 -20.0
317 345.17670228028686 -20.0
318 346.2621636082123 -20.0
319 347.3476249361377 -20.0
320 348.43308626406315 -20.0
321 349.5185475919886 -20.0
322 350.604008919914 -20.0
323 351.68947024783944 -20.0
324 352.77493157576487 -20.0
325 353.8603929036903 -20.0
326 354.9458542316157 -20.0
327 356.03131555954116 -20.0
328 357.1167768874666 -20.0
329 358.202238215392 -20.0
330 1.0807363547249516 -19.3
331 2.161472709449903 -19.3
332 3.2422090641748547 -19.3
333 4.322945418899806 -19.3
334 5.403681773624758 -19.3
335 6.484418128349709 -19.3
336 7.565154483074661 -19.3
337 8.645890837799612 -19.3
338 9.726627192524564 -19.3
339 10.807363547249516 -19.3
340 11.888099901974467 -19.3
341 12.968836256699419 -19.3
342 14.04957261142437 -19.3
343 15.130308966149322 -19.3
344 16.211045320874273 -19.3
345 17.291781675599225 -19.3
346 18.372518030324176 -19.3
347 19.453254385049128 -19.3
348 20.53399073977408 -19.3
349 21.61472709449903 -19.3
350 22.695463449223983 -19.3
351 23.776199803948934 -19.3
352 24.856936158673886 -19.3
353 25.937672513398837 -19.3
354 27.01840886812379 -19.3
355 28.09914522284874 -19.3
356 29.179881577573692 -19.3
357 30.260617932298643 -19.3
358 31.341354287023595 -19.3
359 32.42209064174855 -19.3
360 33.5028269964735 -19.3
361 34.58356335119845 -19.3
362 35.6642997059234 -19.3
363 36.74503606064835 -19.3
364 37.82577241537331 -19.3
365 38.906508770098256 -19.3
366 39.987245124823204 -19.3
367 41.06798147954816 -19.3
368 42.148717834273114 -19.3
369 43.22945418899806 -19.3
370 44.31019054372301 -19.3
371 45.390926898447965 -19.3
372 46.47166325317292 -19.3
373 47.55239960789787 -19.3
374 48.633135962622816 -19.3
375 49.71387231734777 -19.3
376 50.79460867207273 -19.3
377 51.875345026797675 -19.3
378 52.95608138152262 -19.3
379 54.03681773624758 -19.3
380 55.11755409097253 -19.3
381 56.19829044569748 -19.3
382 57.27902680042243 -19.3
383 58.359763155147384 -19.3
384 59.44049950987234 -19.3
385 60.52123586459729 -19.3
386 61.601972219322235 -19.3
387 62.68270857404719 -19.3
388 63.763444928772145 -19.3
389 64.8441812834971 -19.3
390 65.92491763822204 -19.3
391 67.005653992947 -19.3
392 68.08639034767195 -19.3
393 69.1671267023969 -19.3
394 70.24786305712185 -19.3
395 71.3285994118468 -19.3
396 72.40933576657176 -19.3
397 73.4900721212967 -19.3
398 74.57080847602165 -19.3
399 75.65154483074662 -19.3
400 76.73228118547156 -19.3
401 77.81301754019651 -19.3
402 78.89375389492146 -19.3
403 79.97449024964641 -19.3
404 81.05522660437137 -19.3
405 82.13596295909632 -19.3
406 83.21669931382127 -19.3
407 84.29743566854623 -19.3
408 85.37817202327118 -19.3
409 86.45890837799612 -19.3
410 87.53964473272107 -19.3
411 88.62038108744602 -19.3
412 89.70111744217098 -19.3
413 90.78185379689593 -19.3
414 91.86259015162088 -19.3
415 92.94332650634584 -19.3
416 94.02406286107079 -19.3
417 95.10479921579574 -19.3
418 96.18553557052068 -19.3
419 97.26627192524563 -19.3
420 98.3470082799706 -19.3
421 99.42774463469554 -19.3
422 100.50848098942049 -19.3
423 101.58921734414545 -19.3
424 102.6699536988704 -19.3
425 103.75069005359535 -19.3
426 104.8314264083203 -19.3
427 105.91216276304525 -19.3
428 106.99289911777021 -19.3
429 108.07363547249516 -19.3
430 109.1543718272201 -19.3
431 110.23510818194507 -19.3
432 111.31584453667001 -19.3
433 112.39658089139496 -19.3
434 113.47731724611991 -19.3
435 114.55805360084486 -19.3
436 115.63878995556982 -19.3
437 116.71952631029477 -19.3
438 117.80026266501972 -19.3
439 118.88099901974468 -19.3
440 119.96173537446963 -19.3
441 121.04247172919457 -19.3
442 122.12320808391952 -19.3
443 123.20394443864447 -19.3
444 124.28468079336943 -19.3
445 125.36541714809438 -19.3
446 126.44615350281933 -19.3
447 127.52688985754429 -19.3
448 128.60762621226922 -19.3
449 129.6883625669942 -19.3
450 130.76909892171915 -19.3
451 131.84983527644408 -19.3
452 132.93057163116904 -19.3
453 134.011307985894 -19.3
454 135.09204434061894 -19.3
455 136.1727806953439 -19.3
456 137.25351705006884 -19.3
457 138.3342534047938 -19.3
458 139.41498975951876 -19.3
459 140.4957261142437 -19.3
460 141.57646246896866 -19.3
461 142.6571988236936 -19.3
462 143.73793517841855 -19.3
463 144.81867153314352 -19.3
464 145.89940788786845 -19.3
465 146.9801442425934 -19.3
466 148.06088059731837 -19.3
467 149.1416169520433 -19.3
468 150.22235330676827 -19.3
469 151.30308966149323 -19.3
470 152.38382601621817 -19.3
471 153.46456237094313 -19.3
472 154.54529872566806 -19.3
473 155.62603508039302 -19.3
474 156.706771435118 -19.3
475 157.78750778984292 -19.3
476 158.86824414456788 -19.3
477 159.94898049929282 -19.3
478 161.02971685401778 -19.3
479 162.11045320874274 -19.3
480 163.19118956346767 -19.3
481 164.27192591819264 -19.3
482 165.3526622729176 -19.3
483 166.43339862764253 -19.3
484 167.5141349823675 -19.3
485 168.59487133709246 -19.3
486 169.6756076918174 -19.3
487 170.75634404654235 -19.3
488 171.8370804012673 -19.3
489 172.91781675599225 -19.3
490 173.9985531107172 -19.3
491 175.07928946544214 -19.3
492 176.1600258201671 -19.3
493 177.24076217489204 -19.3
494 178.321498529617 -19.3
495 179.40223488434196 -19.3
496 180.4829712390669 -19.3
497 181.56370759379186 -19.3
498 182.64444394851682 -19.3
499 183.72518030324176 -19.3
500 184.80591665796672 -19.3
501 185.88665301269168 -19.3
502 186.96738936741662 -19.3
503 188.04812572214158 -19.3
504 189.1288620768665 -19.3
505 190.20959843159147 -19.3
506 191.29033478631644 -19.3
507 192.37107114104137 -19.3
508 193.45180749576633 -19.3
509 194.53254385049127 -19.3
510 195.61328020521623 -19.3
511 196.6940165599412 -19.3
512 197.77475291466612 -19.3
513 198.8554892693911 -19.3
514 199.93622562411605 -19.3
515 201.01696197884098 -19.3
516 202.09769833356594 -19.3
517 203.1784346882909 -19.3
518 204.25917104301584 -19.3
519 205.3399073977408 -19.3
520 206.42064375246574 -19.3
521 207.5013801071907 -19.3
522 208.58211646191566 -19.3
523 209.6628528166406 -19.3
524 210.74358917136556 -19.3
525 211.8243255260905 -19.3
526 212.90506188081545 -19.3
527 213.98579823554041 -19.3
528 215.06653459026535 -19.3
529 216.1472709449903 -19.3
530 217.22800729971527 -19.3
531 218.3087436544402 -19.3
532 219.38948000916517 -19.3
533 220.47021636389013 -19.3
534 221.55095271861506 -19.3
535 222.63168907334003 -19.3
536 223.71242542806496 -19.3
537 224.79316178278992 -19.3
538 225.87389813751489 -19.3
539 226.95463449223982 -19.3
540 228.03537084696478 -19.3
541 229.11610720168972 -19.3
542 230.19684355641468 -19.3
543 231.27757991113964 -19.3
544 232.35831626586457 -19.3
545 233.43905262058954 -19.3
546 234.5197889753145 -19.3
547 235.60052533003943 -19.3
548 236.6812616847644 -19.3
549 237.76199803948936 -19.3
550 238.8427343942143 -19.3
551 239.92347074893925 -19.3
552 241.00420710366419 -19.3
553 242.08494345838915 -19.3
554 243.1656798131141 -19.3
555 244.24641616783904 -19.3
556 245.327152522564 -19.3
557 246.40788887728894 -19.3
558 247.4886252320139 -19.3
559 248.56936158673886 -19.3
560 249.6500979414638 -19.3
561 250.73083429618876 -19.3
562 251.81157065091372 -19.3
563 252.89230700563866 -19.3
564 253.97304336036362 -19.3
565 255.05377971508858 -19.3
566 256.1345160698135 -19.3
567 257.21525242453845 -19.3
568 258.29598877926344 -19.3
569 259.3767251339884 -19.3
570 260.4574614887133 -19.3
571 261.5381978434383 -19.3
572 262.61893419816323 -19.3
573 263.69967055288816 -19.3
574 264.78040690761316 -19.3
575 265.8611432623381 -19.3
576 266.941879617063 -19.3
577 268.022615971788 -19.3
578 269.10335232651295 -19.3
579 270.1840886812379 -19.3
580 271.2648250359628 -19.3
581 272.3455613906878 -19.3
582 273.42629774541274 -19.3
583 274.5070341001377 -19.3
584 275.58777045486266 -19.3
585 276.6685068095876 -19.3
586 277.74924316431253 -19.3
587 278.8299795190375 -19.3
588 279.91071587376246 -19.3
589 280.9914522284874 -19.3
590 282.0721885832124 -19.3
591 283.1529249379373 -19.3
592 284.23366129266225 -19.3
593 285.3143976473872 -19.3
594 286.3951340021122 -19.3
595 287.4758703568371 -19.3
596 288.55660671156204 -19.3
597 289.63734306628703 -19.3
598 290.71807942101196 -19.3
599 291.7988157757369 -19.3
600 292.8795521304619 -19.3
601 293.9602884851868 -19.3
602 295.04102483991176 -19.3
603 296.12176119463675 -19.3
604 297.2024975493617 -19.3
605 298.2832339040866 -19.3
606 299.3639702588116 -19.3
607 300.44470661353654 -19.3
608 301.5254429682615 -19.3
609 302.60617932298646 -19.3
610 303.6869156777114 -19.3
611 304.76765203243633 -19.3
612 305.84838838716126 -19.3
613 306.92912474188626 -19.3
614 308.0098610966112 -19.3
615 309.0905974513361 -19.3
616 310.1713338060611 -19.3
617 311.25207016078605 -19.3
618 312.332806515511 -19.3
619 313.413542870236 -19.3
620 314.4942792249609 -19.3
621 315.57501557968584 -19.3
622 316.65575193441083 -19.3
623 317.73648828913576 -19.3
624 318.8172246438607 -19.3
625 319.89796099858563 -19.3
626 320.9786973533106 -19.3
627 322.05943370803556 -19.3
628 323.1401700627605 -19.3
629 324.2209064174855 -19.3
630 325.3016427722104 -19.3
631 326.38237912693535 -19.3
632 327.46311548166034 -19.3
633 328.5438518363853 -19.3
634 329.6245881911102 -19.3
635 330.7053245458352 -19.3
636 331.78606090056013 -19.3
637 332.86679725528506 -19.3
638 333.94753361001005 -19.3
639 335.028269964735 -19.3
640 336.1090063194599 -19.3
641 337.1897426741849 -19.3
642 338.27047902890985 -19.3
643 339.3512153836348 -19.3
644 340.4319517383597 -19.3
645 341.5126880930847 -19.3
646 342.59342444780964 -19.3
647 343.6741608025346 -19.3
648 344.75489715725956 -19.3
649 345.8356335119845 -19.3
650 346.91636986670943 -19.3
651 347.9971062214344 -19.3
652 349.07784257615936 -19.3
653 350.1585789308843 -19.3
654 351.2393152856093 -19.3
655 352.3200516403342 -19.3
656 353.40078799505915 -19.3
657 354.4815243497841 -19.3
658 355.5622607045091 -19.3
659 356.642997059234 -19.3
660 357.72373341395894 -19.3
661 358.80446976868393 -19.3
662 1.076212278471788 -18.6
663 2.152424556943576 -18.6
664 3.2286368354153643 -18.6
665 4.304849113887152 -18.6
666 5.38106139235894 -18.6
667 6.457273670830729 -18.6
668 7.533485949302516 -18.6
669 8.609698227774304 -18.6
670 9.685910506246092 -18.6
671 10.76212278471788 -18.6
672 11.838335063189668 -18.6
673 12.914547341661457 -18.6
674 13.990759620133245 -18.6
675 15.066971898605033 -18.6
676 16.14318417707682 -18.6
677 17.21939645554861 -18.6
678 18.295608734020398 -18.6
679 19.371821012492184 -18.6
680 20.448033290963973 -18.6
681 21.52424556943576 -18.6
682 22.60045784790755 -18.6
683 23.676670126379335 -18.6
684 24.752882404851125 -18.6
685 25.829094683322914 -18.6
686 26.9053069617947 -18.6
687 27.98151924026649 -18.6
688 29.057731518738276 -18.6
689 30.133943797210065 -18.6
690 31.21015607568185 -18.6
691 32.28636835415364 -18.6
692 33.36258063262543 -18.6
693 34.43879291109722 -18.6
694 35.515005189569 -18.6
695 36.591217468040796 -18.6
696 37.66742974651258 -18.6
697 38.74364202498437 -18.6
698 39.819854303456154 -18.6
699 40.89606658192795 -18.6
700 41.97227886039973 -18.6
701 43.04849113887152 -18.6
702 44.12470341734331 -18.6
703 45.2009156958151 -18.6
704 46.277127974286884 -18.6
705 47.35334025275867 -18.6
706 48.42955253123046 -18.6
707 49.50576480970225 -18.6
708 50.581977088174035 -18.6
709 51.65818936664583 -18.6
710 52.734401645117615 -18.6
711 53.8106139235894 -18.6
712 54.88682620206119 -18.6
713 55.96303848053298 -18.6
714 57.039250759004766 -18.6
715 58.11546303747655 -18.6
716 59.19167531594834 -18.6
717 60.26788759442013 -18.6
718 61.34409987289192 -18.6
719 62.4203121513637 -18.6
720 63.496524429835496 -18.6
721 64.57273670830727 -18.6
722 65.64894898677908 -18.6
723 66.72516126525086 -18.6
724 67.80137354372265 -18.6
725 68.87758582219443 -18.6
726 69.95379810066622 -18.6
727 71.030010379138 -18.6
728 72.10622265760979 -18.6
729 73.18243493608159 -18.6
730 74.25864721455338 -18.6
731 75.33485949302516 -18.6
732 76.41107177149695 -18.6
733 77.48728404996874 -18.6
734 78.56349632844052 -18.6
735 79.63970860691231 -18.6
736 80.71592088538411 -18.6
737 81.7921331638559 -18.6
738 82.86834544232768 -18.6
739 83.94455772079947 -18.6
740 85.02076999927125 -18.6
741 86.09698227774304 -18.6
742 87.17319455621482 -18.6
743 88.24940683468662 -18.6
744 89.32561911315841 -18.6
745 90.4018313916302 -18.6
746 91.47804367010198 -18.6
747 92.55425594857377 -18.6
748 93.63046822704555 -18.6
749 94.70668050551734 -18.6
750 95.78289278398914 -18.6
751 96.85910506246093 -18.6
752 97.93531734093271 -18.6
753 99.0115296194045 -18.6
754 100.08774189787628 -18.6
755 101.16395417634807 -18.6
756 102.24016645481986 -18.6
757 103.31637873329166 -18.6
758 104.39259101176344 -18.6
759 105.46880329023523 -18.6
760 106.54501556870702 -18.6
761 107.6212278471788 -18.6
762 108.69744012565059 -18.6
763 109.77365240412237 -18.6
764 110.84986468259416 -18.6
765 111.92607696106596 -18.6
766 113.00228923953775 -18.6
767 114.07850151800953 -18.6
768 115.15471379648132 -18.6
769 116.2309260749531 -18.6
770 117.30713835342489 -18.6
771 118.38335063189668 -18.6
772 119.45956291036848 -18.6
773 120.53577518884026 -18.6
774 121.61198746731205 -18.6
775 122.68819974578383 -18.6
776 123.76441202425562 -18.6
777 124.8406243027274 -18.6
778 125.91683658119919 -18.6
779 126.99304885967099 -18.6
780 128.06926113814276 -18.6
781 129.14547341661455 -18.6
782 130.22168569508636 -18.6
783 131.29789797355815 -18.6
784 132.37411025202994 -18.6
785 133.45032253050172 -18.6
786 134.5265348089735 -18.6
787 135.6027470874453 -18.6
788 136.67895936591708 -18.6
789 137.75517164438887 -18.6
790 138.83138392286065 -18.6
791 139.90759620133244 -18.6
792 140.98380847980422 -18.6
793 142.060020758276 -18.6
794 143.1362330367478 -18.6
795 144.21244531521958 -18.6
796 145.28865759369137 -18.6
797 146.36486987216318 -18.6
798 147.44108215063497 -18.6
799 148.51729442910676 -18.6
800 149.59350670757854 -18.6
801 150.66971898605033 -18.6
802 151.7459312645221 -18.6
803 152.8221435429939 -18.6
804 153.89835582146569 -18.6
805 154.97456809993747 -18.6
806 156.05078037840926 -18.6
807 157.12699265688104 -18.6
808 158.20320493535283 -18.6
809 159.27941721382462 -18.6
810 160.3556294922964 -18.6
811 161.43184177076822 -18.6
812 162.50805404924 -18.6
813 163.5842663277118 -18.6
814 164.66047860618357 -18.6
815 165.73669088465536 -18.6
816 166.81290316312715 -18.6
817 167.88911544159893 -18.6
818 168.96532772007072 -18.6
819 170.0415399985425 -18.6
820 171.1177522770143 -18.6
821 172.19396455548608 -18.6
822 173.27017683395786 -18.6
823 174.34638911242965 -18.6
824 175.42260139090143 -18.6
825 176.49881366937325 -18.6
826 177.57502594784503 -18.6
827 178.65123822631682 -18.6
828 179.7274505047886 -18.6
829 180.8036627832604 -18.6
830 181.87987506173218 -18.6
831 182.95608734020396 -18.6
832 184.03229961867575 -18.6
833 185.10851189714754 -18.6
834 186.18472417561932 -18.6
835 187.2609364540911 -18.6
836 188.3371487325629 -18.6
837 189.41336101103468 -18.6
838 190.48957328950647 -18.6
839 191.56578556797828 -18.6
840 192.64199784645007 -18.6
841 193.71821012492185 -18.6
842 194.79442240339364 -18.6
843 195.87063468186543 -18.6
844 196.9468469603372 -18.6
845 198.023059238809 -18.6
846 199.09927151728078 -18.6
847 200.17548379575257 -18.6
848 201.25169607422436 -18.6
849 202.32790835269614 -18.6
850 203.40412063116793 -18.6
851 204.4803329096397 -18.6
852 205.5565451881115 -18.6
853 206.6327574665833 -18.6
854 207.7089697450551 -18.6
855 208.7851820235269 -18.6
856 209.86139430199867 -18.6
857 210.93760658047046 -18.6
858 212.01381885894224 -18.6
859 213.09003113741403 -18.6
860 214.16624341588582 -18.6
861 215.2424556943576 -18.6
862 216.3186679728294 -18.6
863 217.39488025130117 -18.6
864 218.47109252977296 -18.6
865 219.54730480824475 -18.6
866 220.62351708671653 -18.6
867 221.69972936518832 -18.6
868 222.77594164366013 -18.6
869 223.85215392213192 -18.6
870 224.9283662006037 -18.6
871 226.0045784790755 -18.6
872 227.08079075754728 -18.6
873 228.15700303601906 -18.6
874 229.23321531449085 -18.6
875 230.30942759296263 -18.6
876 231.38563987143442 -18.6
877 232.4618521499062 -18.6
878 233.538064428378 -18.6
879 234.61427670684978 -18.6
880 235.69048898532156 -18.6
881 236.76670126379335 -18.6
882 237.84291354226517 -18.6
883 238.91912582073695 -18.6
884 239.99533809920874 -18.6
885 241.07155037768052 -18.6
886 242.1477626561523 -18.6
887 243.2239749346241 -18.6
888 244.30018721309588 -18.6
889 245.37639949156767 -18.6
890 246.45261177003945 -18.6
891 247.52882404851124 -18.6
892 248.60503632698303 -18.6
893 249.6812486054548 -18.6
894 250.7574608839266 -18.6
895 251.83367316239838 -18.6
896 252.9098854408702 -18.6
897 253.98609771934198 -18.6
898 255.06230999781377 -18.6
899 256.1385222762855 -18.6
900 257.21473455475734 -18.6
901 258.2909468332291 -18.6
902 259.3671591117009 -18.6
903 260.44337139017273 -18.6
904 261.5195836686445 -18.6
905 262.5957959471163 -18.6
906 263.67200822558806 -18.6
907 264.7482205040599 -18.6
908 265.82443278253163 -18.6
909 266.90064506100344 -18.6
910 267.9768573394752 -18.6
911 269.053069617947 -18.6
912 270.1292818964188 -18.6
913 271.2054941748906 -18.6
914 272.28170645336235 -18.6
915 273.35791873183416 -18.6
916 274.4341310103059 -18.6
917 275.51034328877773 -18.6
918 276.58655556724955 -18.6
919 277.6627678457213 -18.6
920 278.7389801241931 -18.6
921 279.8151924026649 -18.6
922 280.8914046811367 -18.6
923 281.96761695960845 -18.6
924 283.04382923808026 -18.6
925 284.120041516552 -18.6
926 285.19625379502384 -18.6
927 286.2724660734956 -18.6
928 287.3486783519674 -18.6
929 288.42489063043917 -18.6
930 289.501102908911 -18.6
931 290.57731518738274 -18.6
932 291.65352746585455 -18.6
